id,title,authors,abstract,categories,published,url,resource_uri,no,total_results
2607.22082v1,When Language Models Meet NeuroGraphs: Exploring Enhanced Agentic LLM Framework Towards Brain Network Analysis,"['Jiaxing Li', 'Rui Dong', 'Muyao Tang', 'Youyong Kong']","Brain network analysis is crucial for understanding cognition and neurological disorders, yet existing deep learning methods mainly treat connectome analysis as a graph-to-logit classification problem, offering limited explanatory reasoning. Large language models (LLMs) provide a promising interface for knowledge-intensive scientific analysis, but directly applying general-purpose LLMs to brain networks remains challenging due to the structure-language gap, limited neuroscience grounding, and overconfident positive predictions. In this paper, we propose \textbf{BrainAgent}, an agentic LLM framework for knowledge-enhanced brain network analysis. BrainAgent reformulates connectome classification as an iterative process of topology-aware understanding, external retrieval, reasoning, and reflection. Specifically, it first converts raw brain networks into compact multi-level structural descriptions through brain-specific analysis tools, then retrieves relevant neuroscience knowledge and task-specific cases to ground the reasoning process, and finally generates structured predictions with reflective verification. Experiments on four public rs-fMRI datasets show that BrainAgent consistently improves different closed-source and open-source LLM backbones over direct prompting and standard reasoning baselines. Further ablation and interpretability analyses demonstrate the effectiveness of each component and show that BrainAgent produces more comprehensive, multi-level, and verifiable explanations.These results indicate that agentic LLMs provide a practical route toward interpretable and knowledge-grounded brain network analysis.",['cs.MA'],2026-07-24T08:31:25+00:00,https://arxiv.org/pdf/2607.22082v1,arxiv://2607.22082v1,1,30
2606.21940v1,DevoTG: Temporal Graph Neural Networks for Modeling C. elegans Developmental Connectomics,"['Jayadratha Gayen', 'Bradly Alicea']","Understanding how a nervous system wires itself from birth to adulthood is a fundamental challenge in developmental neuroscience. We present DevoTG, a temporal graph framework that applies Temporal Graph Neural Networks (TGNs) to two complementary representations of C. elegans neural development: a Continuous-Time Dynamic Graph (CTDG) of cell division events derived from cell lineage data, and a Discrete-Time Dynamic Graph (DTDG) of the developing synaptic connectome spanning eight reconstructed electron-microscopy datasets. On the lineage prediction task, our TGN achieves a mean test AUC of 0.839 +/- 0.007 (5 seeds; validation AUC 0.937 +/- 0.001), outperforming a static GNN with the identical architecture by 26 AUC points (0.577 +/- 0.080), demonstrating that temporal memory is the decisive factor. Applied to the connectome DTDG, DevoTG identifies three connection stability classes (stable, developmental, and variable) across 225 neurons and 858 to 2,496 connections over development (L1 birth to adult), providing a temporal-graph-theoretic complement to the individual-variability classification of Witvliet et al. Analysis of hub command interneurons AVA, AVB, and AVE reveals their persistent centrality and how their integration roles are progressively reinforced across larval stages. Accompanying interactive visualizations (3D animated networks, centrality heatmaps, and a spatiotemporal lineage graph) make developmental dynamics accessible for biological hypothesis generation. DevoTG is open-source and designed for extension to other developing nervous systems. Code is publicly available at https://github.com/DevoLearn/DevoGraph/tree/main/DevoTG.","['cs.LG', 'q-bio.NC']",2026-06-20T08:15:42+00:00,https://arxiv.org/pdf/2606.21940v1,arxiv://2606.21940v1,2,30
2606.14975v1,"Harnessing cortical geometry, wiring, and function as inductive biases for recurrent neural networks","['Mo Shakiba', 'Rana Rokni', 'Mohammad Mohammadi', 'Nima Dehghani']","How the wiring and functional organization of cortex shape recurrent computation remains a central question in both neuroscience and machine learning. Here, we leverage data released through the Machine Intelligence from Cortical Networks (MICrONS) program--a functional connectomics resource spanning multiple areas of mouse visual cortex, in which dense calcium imaging is co-registered with high-resolution electron microscopy reconstruction from the same animal--to build biologically grounded recurrent neural networks. Using neuronal spatial coordinates, anatomical connectivity, and function-derived relationships from nearly 12,000 coregistered excitatory neurons, we initialize recurrent weights and impose communication-aware spatial constraints during learning. Across three cognitive decision-making tasks, networks constrained by cortical structure and function consistently outperform baseline and partially constrained models. Functional weight initialization provides the largest gain, while real spatial embedding yields robust additional improvements across conditions. These biologically grounded networks also develop low-entropy, modular, and small-world organization, and retain strong performance even when recurrence is restricted to positive weights. Together, our results show that the machinery of cortex--its geometry, wiring, and functional structure--can be harnessed as a powerful inductive basis for building recurrent networks that learn more effectively while converging toward key organizational principles of biological computation.","['cs.NE', 'cs.AI', 'cs.LG', 'physics.data-an', 'q-bio.NC']",2026-06-12T21:53:59+00:00,https://arxiv.org/pdf/2606.14975v1,arxiv://2606.14975v1,3,30
2605.18118v1,Functional Whole-Brain Models: A New Framework for Unifying Brain Structure and Cognitive Function,"['Mario Senden', 'Leonardo Dalla Porta', 'Jan Fousek', 'Jorge F. Mejias', 'Gorka Zamora-López']","Contemporary computational neuroscience features two prominent modeling traditions. Bottom-up whole-brain modeling (WBM) builds biophysically detailed simulations of brain structure and dynamics, whereas top-down neuroconnectionism optimizes deep neural networks for functional performance. Each has achieved remarkable success yet remains incomplete with WBMs lacking functional competence and neuroconnectionist models showing limited biological grounding. Here we propose functional whole-brain models (fWBMs) as a unified modeling paradigm that integrates structural and dynamical realism with task-performing capacity. fWBMs are defined by four minimal criteria: structural grounding in empirical connectomes and regional biology, continuous-time dynamical realism, functional competence across cognitive domains, and mappable observables to neuroimaging, electrophysiologcal and behavioral data. To formalize this integration, we establish a three-pillar roadmap across short-, mid-, and long-term horizons, and outline the scientific and clinical opportunities this paradigm enables. We argue that the disciplined pursuit of this integrative vision will generate the tools, common language, and cross-scale hypotheses needed to advance our understanding of the brain.",['q-bio.NC'],2026-05-18T09:26:38+00:00,https://arxiv.org/pdf/2605.18118v1,arxiv://2605.18118v1,4,30
2604.23639v3,Evidence for a Functional Proximity Law in Multilayer Networks,['Vladi Ivanov'],"Hub importance scores in multilayer networks persist more strongly between functionally similar layers than dissimilar ones. We call this the Functional Proximity Law and test it across 31 pre-registered experiments: 13 canonical domains (10 confirmed, 3 denied; molecular biology, neuroscience, computer systems, ecology, linguistics, AI architecture) plus 18 pre-registered external and replication validations (15 confirmed, 1 denied, 2 partial). Nine canonical domains reach p < 0.05 individually. Six DENIED results reveal six named structural boundary conditions (BC1-BC6), including the newly named BC_INVERSION mechanism in which fan-out leaf clustering inverts the hub correlation. The law extends to particle physics: the first pre-registered Standard Model experiment confirms all 5 hypotheses (r = 0.569, p = 0.010; photon confirmed as hub shadow). COBOL legacy banking software confirms 4/4 hypotheses (r = 0.807, Delta r = 0.688; topological dormancy signatures). A cross-species replication across approx. 600 million years of evolution confirms the law in the Drosophila melanogaster larval connectome (n = 2952 neurons, Spearman rho = 0.663, Pearson r = 0.363, p = 0.002). A hub dominance structural pattern is discovered in the antidepressant evidence chain: the founding assumption ranks #1 hub in all three epistemological layers simultaneously, detectable from graph topology alone. A quantitative precondition predictor, Var(d2) < 0.714, predicts BC_RADIAL failure before experiments run. Binomial probability of 25/31 pre-registered confirmations by chance: p approx. 0.000439 (p < 0.001). The law now spans eight scientific fields.",['cs.SI'],2026-04-26T09:51:28+00:00,https://arxiv.org/pdf/2604.23639v3,arxiv://2604.23639v3,5,30
2602.16004v1,Time-Varying Directed Interactions in Functional Brain Networks: Modeling and Validation,"['Nan Xu', 'Xiaodi Zhang', 'Wen-Ju Pan', 'Jeremy L. Smith', 'Eric H. Schumacher', 'Jason W. Allen', 'Vince D. Calhoun', 'Shella D. Keilholz']","Understanding the dynamic nature of brain connectivity is critical for elucidating neural processing, behavior, and brain disorders. Traditional approaches such as sliding-window correlation (SWC) characterize time-varying undirected associations but do not resolve directional interactions, limiting inference about time-resolved information flow in brain networks. We introduce sliding-window prediction correlation (SWpC), which embeds a directional linear time-invariant (LTI) model within each sliding window to estimate time-varying directed functional connectivity (FC). SWpC yields two complementary descriptors of directed interactions: a strength measure (prediction correlation) and a duration measure (window-wise duration of information transfer). Using concurrent local field potential (LFP) and fMRI BOLD recordings from rat somatosensory cortices, we demonstrate stable directionality estimates in both LFP band-limited power and BOLD. Using Human Connectome Project (HCP) motor task fMRI, SWpC detects significant task-evoked changes in directed FC strength and duration and shows higher sensitivity than SWC for identifying task-evoked connectivity differences. Finally, in post-concussion vestibular dysfunction (PCVD), SWpC reveals reproducible vestibular-multisensory brain-state shifts and improves healthy-control vs subacute patient (HC-ST) discrimination using state-derived features. Together, these results show that SWpC provides biologically interpretable, time-resolved directed connectivity patterns across multimodal validation and clinical application settings, supporting both basic and translational neuroscience.","['q-bio.NC', 'q-bio.QM']",2026-02-17T20:51:07+00:00,https://arxiv.org/pdf/2602.16004v1,arxiv://2602.16004v1,6,30
2602.00561v1,Uncovering Latent Communication Patterns in Brain Networks via Adaptive Flow Routing,"['Tianhao Huang', 'Guanghui Min', 'Zhenyu Lei', 'Aiying Zhang', 'Chen Chen']","Unraveling how macroscopic cognitive phenotypes emerge from microscopic neuronal connectivity remains one of the core pursuits of neuroscience. To this end, researchers typically leverage multi-modal information from structural connectivity (SC) and functional connectivity (FC) to complete downstream tasks. Recent methodologies explore the intricate coupling mechanisms between SC and FC, attempting to fuse their representations at the regional level. However, lacking fundamental neuroscientific insight, these approaches fail to uncover the latent interactions between neural regions underlying these connectomes, and thus cannot explain why SC and FC exhibit dynamic states of both coupling and heterogeneity. In this paper, we formulate multi-modal fusion through the lens of neural communication dynamics and propose the Adaptive Flow Routing Network (AFR-Net), a physics-informed framework that models how structural constraints (SC) give rise to functional communication patterns (FC), enabling interpretable discovery of critical neural pathways. Extensive experiments demonstrate that AFR-Net significantly outperforms state-of-the-art baselines. The code is available at https://anonymous.4open.science/r/DIAL-F0D1.",['cs.AI'],2026-01-31T06:56:50+00:00,https://arxiv.org/pdf/2602.00561v1,arxiv://2602.00561v1,7,30
2601.20876v1,BioNIC: Biologically Inspired Neural Network for Image Classification Using Connectomics Principles,"['Diya Prasanth', 'Matthew Tivnan']","We present BioNIC, a multi-layer feedforward neural network for emotion classification, inspired by detailed synaptic connectivity graphs from the MICrONs dataset. At a structural level, we incorporate architectural constraints derived from a single cortical column of the mouse Primary Visual Cortex(V1): connectivity imposed via adjacency masks, laminar organization, and graded inhibition representing inhibitory neurons. At the functional level, we implement biologically inspired learning: Hebbian synaptic plasticity with homeostatic regulation, Layer Normalization, data augmentation to model exposure to natural variability in sensory input, and synaptic noise to model neural stochasticity. We also include convolutional layers for spatial processing, mimicking retinotopic mapping. The model performance is evaluated on the Facial Emotion Recognition task FER-2013 and compared with a conventional baseline. Additionally, we investigate the impacts of each biological feature through a series of ablation experiments. While connectivity was limited to a single cortical column and biologically relevant connections, BioNIC achieved performance comparable to that of conventional models, with an accuracy of 59.77 $\pm$ 0.27% on FER-2013. Our findings demonstrate that integrating constraints derived from connectomics is a computationally plausible approach to developing biologically inspired artificial intelligence systems. This work also highlights the potential of new generation peta-scale connectomics data in advancing both neuroscience modeling and artificial intelligence.",['cs.NE'],2026-01-20T08:58:30+00:00,https://arxiv.org/pdf/2601.20876v1,arxiv://2601.20876v1,8,30
2512.03409v1,Optimal Griffiths Phase in Heterogeneous Human Brain Networks: Brain Criticality Embracing Stability and Flexibility across Individuals,"['Kejian Wu', 'Dante R. Chialvo', 'Changsong Zhou', 'Lianchun Yu']","A prominent hypothesis in neuroscience proposes that brains achieve optimal performance by operating near a critical point. However, this framework, which often assumes a universal critical point, fails to account for the extensive individual variability observed in neural dynamics and cognitive functions. These variabilities are not noise but rather an inherent manifestation of a fundamental systems-biology principle: the necessary trade-off between robustness and flexibility in human populations. Here, we propose that the Griffiths phase (GP), an extended critical regime synergically induced by two kinds of heterogeneities in brain network region and connectivity, offers a unified framework for brain criticality that better reconciles robustness and flexibility and accounts for individual variability. Using Human Connectome Project data and whole-brain modeling, we demonstrated that the synergic interplay between structural network modularity and regional heterogeneity in local excitability yields biologically viable GP featured with widely extended global excitability ranges, with an embedded optimal point that balances global/local information transmission. Crucially, an individua's position within the GP gives rise to unique global network dynamics, which in turn confer a distinctive cognitive profile via flexible configuration of functional connectivity for segregation, integration, and balance between them. These results establish GP as an evolved adaptive mechanism resolving the robustness-flexibility trade-off, fulfilling diverse cognitive demands through individualized criticality landscapes, providing a new framework of brain criticality.",['q-bio.NC'],2025-12-03T03:29:50+00:00,https://arxiv.org/pdf/2512.03409v1,arxiv://2512.03409v1,9,30
2511.04539v2,Geometry-Guided Generative Representation for Functional Brain Graphs,"['Subati Abulikemu', 'Tiago Azevedo', 'Michail Mamalakis', 'John Suckling']","In network neuroscience, functional brain systems are often characterized using separate yet related graph-theoretic or spectral descriptors, overlooking how these properties covary and partially overlap across individuals and conditions. We anticipate that dense, weighted functional connectivity graphs lie on a low-dimensional latent geometry along which both topological and spectral structures vary smoothly at the population level. Although graph-based deep learning offers a powerful framework for modeling these brain connectomes, supervised approaches are constrained by the limited availability of labeled data. Existing unsupervised graph representation methods also typically focus on node-level embeddings, which are limited in capturing compact graph-level representations that preserve information from dense functional connectomes. To address these gaps, we learn compact brain graph representations using a graph transformer autoencoder, where domain-specific, aligned functional gradient geometry provides an inductive bias to guide learning. Despite being trained in a fully unsupervised manner, our approach meaningfully separates cognitive states and enables decoding of visual stimuli, with performance further improved by incorporating neural dynamics. In parallel, to enable generation of synthetic brain graphs, we fit a diffusion model to the learned latent representation and decode samples back to dense connectomes.","['q-bio.NC', 'cs.LG']",2025-11-06T16:52:49+00:00,https://arxiv.org/pdf/2511.04539v2,arxiv://2511.04539v2,10,30
